-0.08,-0.34,1
0.21,-0.2,-1
0.43,0.63,-1
-0.85,-0.46,1
-0.92,-0.6,-1
0.59,0.2,1
-0.29,-0.09,1
-0.13,-0.05,1
0.41,-0.97,1
0.88,-0.96,-1
0.76,0.8,-1
-0.83,0.8,1
0.17,-0.06,1
-0.15,-0.71,1
-0.47,-0.8,1
-0.36,-0.3,1
-0.04,0.57,1
-0.62,0.19,1
0.76,0.61,1
0.37,0.02,1
0.7,-0.6,1
-0.37,-0.73,1
-0.82,-0.12,1
0.54,-0.87,1
-0.06,0.73,1
0.99,-0.03,-1
-0.16,-0.69,1
-0.81,-0.88,1
-1,0.91,-1
0.11,0.75,-1
0.36,-0.68,-1
0.45,0.15,1
-0.41,-0.45,-1
-0.79,-0.65,-1
-0.29,0.24,1
0.8,-0.07,1
-0.75,0.34,1
0.8,-0.45,1
-0.7,-0.08,-1
0.15,0.51,-1
0.07,-0.96,1
0.6,0.83,1
0.61,-0.29,1
-0.38,-0.59,-1
-0.73,-0.73,1
0.18,-0.88,-1
-0.75,0.39,1
0.5,0.53,1
0.86,-0.79,1
-0.28,0.35,1
0.66,-0.16,1
-0.69,-0.21,-1
0.66,0.83,1
0,0.05,1
-0.7,-0.04,1
-0.23,-0.72,1
0.31,0.79,-1
0.93,-0.97,1
0.13,0.67,1
-0.79,0.18,1
-0.73,-0.79,1
-0.42,-0.96,-1
0.42,1,-1
0.99,-0.75,1
-0.14,-0.38,1
-0.38,0.74,-1
-0.68,-0.04,-1
0.82,0.81,-1
0.62,-0.44,-1
0.76,0.16,1
-0.9,-0.51,1
-0.33,-0.22,-1
-0.74,0.92,1
-0.03,0.14,1
0.4,0.05,1
0.32,0.48,-1
-0.65,-0.94,1
-0.79,-0.61,1
-0.85,-0.17,1
0.57,-0.23,1
0.9,0.7,1
-0.46,-0.44,1
-0.43,-0.04,1
-0.94,-0.05,1
-0.55,0.75,-1
-0.59,-0.77,-1
-0.18,-0.67,-1
-0.77,-0.95,1
0.4,-0.13,-1
0.27,-0.31,-1
-0.45,-0.06,1
-0.31,0.04,1
0.7,0.49,1
0.05,-0.22,1
-0.6,0.36,1
-0.47,0.82,1
-0.93,-0.44,-1
-0.74,-0.37,1
0.47,-0.96,1
-0.8,-0.04,-1
-0.18,0.93,1
-0.95,-0.55,-1
0.77,0.52,-1
0.6,-0.9,1
-0.57,-0.16,1
-0.34,-0.2,1
0.82,0.14,1
0.81,0.99,1
0,0.71,-1
-0.76,-0.8,1
0.06,-0.19,-1
-0.44,-0.22,1
-0.19,-0.93,-1
0.68,-0.4,-1
0.77,0.97,1
0.88,1,-1
0.4,-0.05,-1
0.68,-0.73,-1
-0.57,-0.51,1
0.72,-0.87,1
-0.34,-0.47,-1
-0.65,-0.67,1
0.64,-0.71,1
-0.24,0.86,-1
-0.39,-0.8,1
0.2,0.84,1
-0.46,-0.66,1
-0.94,-0.85,1
0.23,-0.85,-1
0.64,0.71,-1
-0.11,0.86,1
-0.35,0.79,1
0.18,0.6,1
-0.15,0.92,1
0.17,0.81,1
0.4,-0.7,1
0.26,-0.22,1
-0.78,-0.94,1
0.58,0.35,1
-0.06,0.19,1
0.66,0.41,-1
-0.61,1,1
-0.37,0.71,-1
0.61,0.35,1
0.52,-0.61,1
-0.35,0.72,-1
-0.5,-0.79,-1
0.47,-0.4,1
-0.39,-0.24,1
-0.47,0.83,1
-0.92,-0.03,1
-0.64,-0.45,1
-0.99,0.24,1
-0.31,-0.58,-1
0.49,0.3,1
-0.06,0.49,1
-0.42,-0.28,1
0.36,0.73,1
0.55,-0.02,1
0.19,-0.43,-1
